graph_name,dataset,role,source,target,weight,edge_overlap
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,68,191,0.2914169430732727,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,69,94,0.8055413961410522,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,70,172,0.2627507448196411,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,71,129,0.5484057664871216,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,76,122,0.7082305550575256,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,79,133,0.4623846113681793,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,81,240,0.6576164960861206,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,81,144,0.6349031329154968,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,82,217,0.4456256031990051,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,85,144,0.809522271156311,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,87,136,0.721067488193512,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,91,252,0.42527303099632263,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,93,251,0.9294829964637756,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,94,238,0.8495405316352844,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,94,98,0.48910999298095703,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,94,112,0.9101998805999756,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,96,101,0.75192791223526,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,97,151,0.6415659189224243,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,98,104,0.6567226052284241,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,102,226,0.6406213641166687,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,103,221,0.7091724276542664,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,105,246,0.45913568139076233,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,105,216,0.688886284828186,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,105,253,0.5528467297554016,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,106,127,0.7544533014297485,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,107,218,0.9126227498054504,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,110,321,0.6855380535125732,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,111,211,0.9395912885665894,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,113,173,0.563536524772644,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,116,242,0.6741063594818115,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,116,256,0.6708535552024841,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,117,255,0.879772961139679,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,120,138,0.5348634719848633,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,122,219,0.6794326305389404,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,122,249,0.5339988470077515,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,125,193,0.7291750311851501,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,126,217,0.9390199780464172,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,128,147,0.7583171725273132,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,129,238,0.5041894912719727,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,130,321,0.7800366282463074,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,130,165,0.689443826675415,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,130,166,0.7191754579544067,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,132,214,0.736532986164093,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,133,135,0.6666823625564575,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,133,250,0.8595156669616699,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,136,193,0.5246464014053345,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,137,211,0.5110243558883667,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,146,305,0.1996697187423706,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,146,251,0.7465013861656189,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,153,207,0.6947553753852844,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,154,207,0.622978687286377,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,156,189,0.5728112459182739,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,156,291,0.9095510840415955,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,157,247,0.694871187210083,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,164,237,0.4061259627342224,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,168,321,0.84571373462677,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,170,314,0.47926923632621765,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,170,316,0.9641537070274353,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,170,318,0.9628503322601318,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,174,211,0.7511513233184814,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,174,214,0.6751585006713867,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,175,215,0.6777285933494568,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,177,211,0.953406572341919,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,179,249,0.6988736987113953,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,183,189,0.7524822950363159,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,186,218,0.9266534447669983,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,187,218,0.5648098587989807,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,188,189,0.6606962084770203,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,188,221,0.39238929748535156,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,188,224,0.5534345507621765,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,188,247,0.8488197326660156,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,188,248,0.4747348725795746,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,190,191,0.9463053941726685,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,191,192,0.9994795918464661,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,191,197,0.9309067726135254,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,191,198,0.9290797710418701,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,193,314,0.8400347232818604,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,195,305,0.5906451940536499,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,195,306,0.5824325680732727,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,199,200,0.6190716028213501,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,200,201,0.7048717737197876,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,202,206,0.8211016654968262,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,202,207,0.641211748123169,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,204,209,0.4713659882545471,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,207,319,0.7874953150749207,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,211,213,0.9309617877006531,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,211,212,0.3646751642227173,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,215,217,0.4083862900733948,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,218,219,0.538559079170227,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,218,220,0.7874740362167358,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,218,222,0.6143580079078674,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,218,246,0.7447606921195984,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,219,223,0.527557909488678,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,221,251,0.21542233228683472,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,228,237,0.45587265491485596,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,229,265,0.5386292934417725,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,229,266,0.6254643201828003,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,229,267,0.6146896481513977,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,230,280,0.5437597036361694,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,239,296,0.6787091493606567,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,257,321,0.6133867502212524,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,258,268,0.49673667550086975,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,259,261,0.5982949733734131,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,260,261,0.7229114174842834,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,261,273,0.6031041741371155,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,262,272,0.5710163712501526,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,263,264,0.5376932621002197,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,263,271,0.639700174331665,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,265,271,0.4655516743659973,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,266,269,0.6739659905433655,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,266,270,0.6246121525764465,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,268,273,0.527161717414856,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,269,272,0.7692899107933044,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,270,273,0.5902900099754333,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,274,279,0.6819047927856445,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,275,281,0.598484456539154,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,276,285,0.7966635823249817,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,277,283,0.6436198353767395,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,277,279,0.4560064971446991,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,277,281,0.7149720191955566,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,278,281,0.8103645443916321,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,280,283,0.5447916388511658,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,283,284,0.9353811144828796,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,283,285,0.7549620270729065,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,288,293,0.64873868227005,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,289,295,0.5079503059387207,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,293,296,0.7172808647155762,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,303,307,0.7178746461868286,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,304,306,0.7213863730430603,0.0
pems-bay-by-high_sal-with-alpah_filter0_4,pems-bay,backbone,307,308,0.9536479115486145,0.0
