graph_name,dataset,role,source,target,path_length
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,141,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,31,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,156,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,27,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,79,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,85,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,106,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,108,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,152,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,153,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,28,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,177,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,203,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,11,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,105,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,44,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,32,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,57,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,39,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,74,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,19,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,96,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,47,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,75,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,164,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,2,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,78,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,1,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,123,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,135,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,92,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,127,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,206,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,94,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,155,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,60,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,63,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,137,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,52,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,73,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,183,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,49,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,184,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,133,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,46,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,159,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,160,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,163,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,198,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,97,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,154,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,128,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,187,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,81,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,129,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,101,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,134,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,12,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,161,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,188,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,162,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,157,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,193,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,9,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,82,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,131,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,146,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,158,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,147,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,16,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,166,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,196,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,4,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,80,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,191,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,195,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,17,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,15,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,77,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,84,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,41,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,43,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,76,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,130,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,172,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,30,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,38,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,48,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,91,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,138,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,33,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,3,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,144,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,192,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,5,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,204,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,88,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,151,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,148,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,197,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,86,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,180,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,65,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,93,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,136,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,29,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,6,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,89,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,14,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,8,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,185,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,87,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,100,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,181,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,64,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,34,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,104,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,59,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,150,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,186,15
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,0,182,16
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,2,1
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,28,1
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,177,1
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,123,1
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,135,1
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,184,1
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,78,2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,183,2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,27,2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,79,2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,7,2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,107,2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,133,2
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,49,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,85,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,108,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,132,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,153,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,179,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,201,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,101,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,134,3
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,129,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,106,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,55,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,178,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,152,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,171,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,45,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,173,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,110,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,16,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,166,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,196,4
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,147,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,105,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,11,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,44,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,168,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,202,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,203,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,169,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,53,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,167,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,30,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,38,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,48,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,91,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,138,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,33,5
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,92,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,24,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,42,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,111,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,62,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,125,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,65,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,5,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,93,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,136,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,29,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,6,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,144,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,4,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,15,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,191,6
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,46,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,109,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,37,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,54,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,142,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,13,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,58,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,114,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,95,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,3,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,192,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,64,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,12,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,193,7
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,51,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,145,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,143,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,120,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,17,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,80,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,195,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,160,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,163,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,187,8
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,112,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,36,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,115,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,116,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,25,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,139,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,188,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,161,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,162,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,127,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,155,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,159,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,206,9
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,67,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,118,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,140,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,199,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,157,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,154,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,128,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,198,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,32,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,96,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,97,10
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,40,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,117,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,20,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,22,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,94,11
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,70,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,102,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,190,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,176,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,61,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,72,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,19,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,68,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,98,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,57,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,103,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,39,12
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,71,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,113,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,205,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,10,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,83,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,122,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,74,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,175,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,119,13
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,69,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,141,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,31,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,156,14
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,47,15
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,75,15
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,164,15
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,60,16
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,63,16
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,137,16
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,52,16
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,73,16
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,81,17
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,9,18
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,82,18
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,131,18
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,146,18
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,158,18
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,77,19
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,84,19
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,41,19
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,43,19
metr-la-by-disp_fil-with-alpah_filter0_3,metr-la,backbone,1,76,19
