graph_name,dataset,role,node,community_id,community_size
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,178,1,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,131,1,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,249,1,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,219,1,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,81,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,33,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,164,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,85,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,7,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,106,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,240,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,123,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,101,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,237,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,108,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,228,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,96,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,127,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,144,2,15
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,29,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,21,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,52,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,98,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,35,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,112,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,238,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,143,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,69,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,71,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,67,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,129,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,94,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,104,3,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,291,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,157,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,156,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,296,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,188,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,224,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,288,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,293,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,183,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,27,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,247,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,239,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,189,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,248,4,14
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,132,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,24,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,126,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,176,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,214,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,175,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,212,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,215,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,217,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,211,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,18,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,174,5,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,120,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,30,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,320,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,64,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,45,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,146,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,23,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,49,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,93,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,14,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,251,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,138,6,12
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,279,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,281,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,285,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,277,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,284,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,275,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,278,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,274,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,283,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,276,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,280,7,11
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,36,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,246,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,218,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,124,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,54,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,253,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,216,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,105,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,118,8,9
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,198,9,8
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,43,9,8
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,192,9,8
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,190,9,8
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,8,9,8
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,184,9,8
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,197,9,8
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,191,9,8
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,125,10,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,136,10,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,314,10,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,193,10,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,68,10,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,87,10,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,170,10,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,252,11,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,11,11,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,173,11,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,60,11,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,113,11,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,48,11,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,91,11,7
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,114,12,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,306,12,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,15,12,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,195,12,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,32,12,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,305,12,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,319,13,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,206,13,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,207,13,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,153,13,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,202,13,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,154,13,6
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,135,14,5
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,17,14,5
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,133,14,5
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,250,14,5
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,79,14,5
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,115,15,4
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,10,15,4
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,50,15,4
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,46,15,4
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,47,16,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,117,16,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,255,16,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,58,17,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,172,17,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,70,17,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,100,18,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,86,18,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,62,18,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,209,19,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,204,19,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,13,19,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,256,20,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,242,20,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,116,20,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,287,21,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,309,21,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,22,21,3
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,20,22,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,6,22,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,147,23,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,128,23,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,201,24,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,200,24,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,295,25,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,289,25,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,303,26,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,307,26,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,257,27,2
pems-bay-by-high_sal-with-alpah_filter0_3,pems-bay,backbone,321,27,2
