graph_name,dataset,role,node,community_id,community_size
wikivital-mathematics,wikivital-mathematics,original,870,0,335
wikivital-mathematics,wikivital-mathematics,original,868,0,335
wikivital-mathematics,wikivital-mathematics,original,404,0,335
wikivital-mathematics,wikivital-mathematics,original,766,0,335
wikivital-mathematics,wikivital-mathematics,original,994,0,335
wikivital-mathematics,wikivital-mathematics,original,78,0,335
wikivital-mathematics,wikivital-mathematics,original,363,0,335
wikivital-mathematics,wikivital-mathematics,original,460,0,335
wikivital-mathematics,wikivital-mathematics,original,879,0,335
wikivital-mathematics,wikivital-mathematics,original,55,0,335
wikivital-mathematics,wikivital-mathematics,original,37,0,335
wikivital-mathematics,wikivital-mathematics,original,894,0,335
wikivital-mathematics,wikivital-mathematics,original,841,0,335
wikivital-mathematics,wikivital-mathematics,original,30,0,335
wikivital-mathematics,wikivital-mathematics,original,356,0,335
wikivital-mathematics,wikivital-mathematics,original,123,0,335
wikivital-mathematics,wikivital-mathematics,original,682,0,335
wikivital-mathematics,wikivital-mathematics,original,5,0,335
wikivital-mathematics,wikivital-mathematics,original,795,0,335
wikivital-mathematics,wikivital-mathematics,original,681,0,335
wikivital-mathematics,wikivital-mathematics,original,324,0,335
wikivital-mathematics,wikivital-mathematics,original,392,0,335
wikivital-mathematics,wikivital-mathematics,original,378,0,335
wikivital-mathematics,wikivital-mathematics,original,379,0,335
wikivital-mathematics,wikivital-mathematics,original,675,0,335
wikivital-mathematics,wikivital-mathematics,original,750,0,335
wikivital-mathematics,wikivital-mathematics,original,773,0,335
wikivital-mathematics,wikivital-mathematics,original,796,0,335
wikivital-mathematics,wikivital-mathematics,original,477,0,335
wikivital-mathematics,wikivital-mathematics,original,315,0,335
wikivital-mathematics,wikivital-mathematics,original,49,0,335
wikivital-mathematics,wikivital-mathematics,original,13,0,335
wikivital-mathematics,wikivital-mathematics,original,679,0,335
wikivital-mathematics,wikivital-mathematics,original,169,0,335
wikivital-mathematics,wikivital-mathematics,original,170,0,335
wikivital-mathematics,wikivital-mathematics,original,1,0,335
wikivital-mathematics,wikivital-mathematics,original,227,0,335
wikivital-mathematics,wikivital-mathematics,original,339,0,335
wikivital-mathematics,wikivital-mathematics,original,364,0,335
wikivital-mathematics,wikivital-mathematics,original,112,0,335
wikivital-mathematics,wikivital-mathematics,original,402,0,335
wikivital-mathematics,wikivital-mathematics,original,180,0,335
wikivital-mathematics,wikivital-mathematics,original,842,0,335
wikivital-mathematics,wikivital-mathematics,original,906,0,335
wikivital-mathematics,wikivital-mathematics,original,409,0,335
wikivital-mathematics,wikivital-mathematics,original,28,0,335
wikivital-mathematics,wikivital-mathematics,original,513,0,335
wikivital-mathematics,wikivital-mathematics,original,951,0,335
wikivital-mathematics,wikivital-mathematics,original,665,0,335
wikivital-mathematics,wikivital-mathematics,original,599,0,335
wikivital-mathematics,wikivital-mathematics,original,678,0,335
wikivital-mathematics,wikivital-mathematics,original,176,0,335
wikivital-mathematics,wikivital-mathematics,original,734,0,335
wikivital-mathematics,wikivital-mathematics,original,383,0,335
wikivital-mathematics,wikivital-mathematics,original,718,0,335
wikivital-mathematics,wikivital-mathematics,original,594,0,335
wikivital-mathematics,wikivital-mathematics,original,396,0,335
wikivital-mathematics,wikivital-mathematics,original,12,0,335
wikivital-mathematics,wikivital-mathematics,original,172,0,335
wikivital-mathematics,wikivital-mathematics,original,653,0,335
wikivital-mathematics,wikivital-mathematics,original,943,0,335
wikivital-mathematics,wikivital-mathematics,original,334,0,335
wikivital-mathematics,wikivital-mathematics,original,153,0,335
wikivital-mathematics,wikivital-mathematics,original,650,0,335
wikivital-mathematics,wikivital-mathematics,original,662,0,335
wikivital-mathematics,wikivital-mathematics,original,154,0,335
wikivital-mathematics,wikivital-mathematics,original,388,0,335
wikivital-mathematics,wikivital-mathematics,original,1006,0,335
wikivital-mathematics,wikivital-mathematics,original,1025,0,335
wikivital-mathematics,wikivital-mathematics,original,0,0,335
wikivital-mathematics,wikivital-mathematics,original,31,0,335
wikivital-mathematics,wikivital-mathematics,original,481,0,335
wikivital-mathematics,wikivital-mathematics,original,1028,0,335
wikivital-mathematics,wikivital-mathematics,original,94,0,335
wikivital-mathematics,wikivital-mathematics,original,405,0,335
wikivital-mathematics,wikivital-mathematics,original,895,0,335
wikivital-mathematics,wikivital-mathematics,original,318,0,335
wikivital-mathematics,wikivital-mathematics,original,872,0,335
wikivital-mathematics,wikivital-mathematics,original,580,0,335
wikivital-mathematics,wikivital-mathematics,original,73,0,335
wikivital-mathematics,wikivital-mathematics,original,387,0,335
wikivital-mathematics,wikivital-mathematics,original,673,0,335
wikivital-mathematics,wikivital-mathematics,original,1021,0,335
wikivital-mathematics,wikivital-mathematics,original,163,0,335
wikivital-mathematics,wikivital-mathematics,original,716,0,335
wikivital-mathematics,wikivital-mathematics,original,332,0,335
wikivital-mathematics,wikivital-mathematics,original,398,0,335
wikivital-mathematics,wikivital-mathematics,original,157,0,335
wikivital-mathematics,wikivital-mathematics,original,698,0,335
wikivital-mathematics,wikivital-mathematics,original,179,0,335
wikivital-mathematics,wikivital-mathematics,original,345,0,335
wikivital-mathematics,wikivital-mathematics,original,712,0,335
wikivital-mathematics,wikivital-mathematics,original,343,0,335
wikivital-mathematics,wikivital-mathematics,original,667,0,335
wikivital-mathematics,wikivital-mathematics,original,335,0,335
wikivital-mathematics,wikivital-mathematics,original,568,0,335
wikivital-mathematics,wikivital-mathematics,original,231,0,335
wikivital-mathematics,wikivital-mathematics,original,298,0,335
wikivital-mathematics,wikivital-mathematics,original,674,0,335
wikivital-mathematics,wikivital-mathematics,original,876,0,335
wikivital-mathematics,wikivital-mathematics,original,670,0,335
wikivital-mathematics,wikivital-mathematics,original,701,0,335
wikivital-mathematics,wikivital-mathematics,original,107,0,335
wikivital-mathematics,wikivital-mathematics,original,412,0,335
wikivital-mathematics,wikivital-mathematics,original,325,0,335
wikivital-mathematics,wikivital-mathematics,original,699,0,335
wikivital-mathematics,wikivital-mathematics,original,949,0,335
wikivital-mathematics,wikivital-mathematics,original,713,0,335
wikivital-mathematics,wikivital-mathematics,original,661,0,335
wikivital-mathematics,wikivital-mathematics,original,67,0,335
wikivital-mathematics,wikivital-mathematics,original,385,0,335
wikivital-mathematics,wikivital-mathematics,original,79,0,335
wikivital-mathematics,wikivital-mathematics,original,41,0,335
wikivital-mathematics,wikivital-mathematics,original,863,0,335
wikivital-mathematics,wikivital-mathematics,original,668,0,335
wikivital-mathematics,wikivital-mathematics,original,96,0,335
wikivital-mathematics,wikivital-mathematics,original,77,0,335
wikivital-mathematics,wikivital-mathematics,original,29,0,335
wikivital-mathematics,wikivital-mathematics,original,702,0,335
wikivital-mathematics,wikivital-mathematics,original,75,0,335
wikivital-mathematics,wikivital-mathematics,original,406,0,335
wikivital-mathematics,wikivital-mathematics,original,146,0,335
wikivital-mathematics,wikivital-mathematics,original,700,0,335
wikivital-mathematics,wikivital-mathematics,original,875,0,335
wikivital-mathematics,wikivital-mathematics,original,358,0,335
wikivital-mathematics,wikivital-mathematics,original,286,0,335
wikivital-mathematics,wikivital-mathematics,original,925,0,335
wikivital-mathematics,wikivital-mathematics,original,677,0,335
wikivital-mathematics,wikivital-mathematics,original,106,0,335
wikivital-mathematics,wikivital-mathematics,original,697,0,335
wikivital-mathematics,wikivital-mathematics,original,694,0,335
wikivital-mathematics,wikivital-mathematics,original,104,0,335
wikivital-mathematics,wikivital-mathematics,original,411,0,335
wikivital-mathematics,wikivital-mathematics,original,709,0,335
wikivital-mathematics,wikivital-mathematics,original,837,0,335
wikivital-mathematics,wikivital-mathematics,original,896,0,335
wikivital-mathematics,wikivital-mathematics,original,509,0,335
wikivital-mathematics,wikivital-mathematics,original,95,0,335
wikivital-mathematics,wikivital-mathematics,original,278,1,195
wikivital-mathematics,wikivital-mathematics,original,917,1,195
wikivital-mathematics,wikivital-mathematics,original,87,1,195
wikivital-mathematics,wikivital-mathematics,original,574,1,195
wikivital-mathematics,wikivital-mathematics,original,256,1,195
wikivital-mathematics,wikivital-mathematics,original,780,1,195
wikivital-mathematics,wikivital-mathematics,original,923,1,195
wikivital-mathematics,wikivital-mathematics,original,530,1,195
wikivital-mathematics,wikivital-mathematics,original,570,1,195
wikivital-mathematics,wikivital-mathematics,original,684,1,195
wikivital-mathematics,wikivital-mathematics,original,297,1,195
wikivital-mathematics,wikivital-mathematics,original,308,1,195
wikivital-mathematics,wikivital-mathematics,original,309,1,195
wikivital-mathematics,wikivital-mathematics,original,577,1,195
wikivital-mathematics,wikivital-mathematics,original,572,1,195
wikivital-mathematics,wikivital-mathematics,original,270,1,195
wikivital-mathematics,wikivital-mathematics,original,320,1,195
wikivital-mathematics,wikivital-mathematics,original,867,1,195
wikivital-mathematics,wikivital-mathematics,original,753,1,195
wikivital-mathematics,wikivital-mathematics,original,539,1,195
wikivital-mathematics,wikivital-mathematics,original,517,1,195
wikivital-mathematics,wikivital-mathematics,original,156,1,195
wikivital-mathematics,wikivital-mathematics,original,313,1,195
wikivital-mathematics,wikivital-mathematics,original,543,1,195
wikivital-mathematics,wikivital-mathematics,original,312,1,195
wikivital-mathematics,wikivital-mathematics,original,587,1,195
wikivital-mathematics,wikivital-mathematics,original,907,1,195
wikivital-mathematics,wikivital-mathematics,original,63,1,195
wikivital-mathematics,wikivital-mathematics,original,854,1,195
wikivital-mathematics,wikivital-mathematics,original,787,1,195
wikivital-mathematics,wikivital-mathematics,original,567,1,195
wikivital-mathematics,wikivital-mathematics,original,285,1,195
wikivital-mathematics,wikivital-mathematics,original,856,1,195
wikivital-mathematics,wikivital-mathematics,original,282,1,195
wikivital-mathematics,wikivital-mathematics,original,510,1,195
wikivital-mathematics,wikivital-mathematics,original,966,1,195
wikivital-mathematics,wikivital-mathematics,original,1008,1,195
wikivital-mathematics,wikivital-mathematics,original,531,1,195
wikivital-mathematics,wikivital-mathematics,original,329,1,195
wikivital-mathematics,wikivital-mathematics,original,542,1,195
wikivital-mathematics,wikivital-mathematics,original,347,1,195
wikivital-mathematics,wikivital-mathematics,original,259,1,195
wikivital-mathematics,wikivital-mathematics,original,116,1,195
wikivital-mathematics,wikivital-mathematics,original,859,1,195
wikivital-mathematics,wikivital-mathematics,original,544,1,195
wikivital-mathematics,wikivital-mathematics,original,129,1,195
wikivital-mathematics,wikivital-mathematics,original,655,1,195
wikivital-mathematics,wikivital-mathematics,original,529,1,195
wikivital-mathematics,wikivital-mathematics,original,850,1,195
wikivital-mathematics,wikivital-mathematics,original,143,1,195
wikivital-mathematics,wikivital-mathematics,original,272,1,195
wikivital-mathematics,wikivital-mathematics,original,300,1,195
wikivital-mathematics,wikivital-mathematics,original,280,1,195
wikivital-mathematics,wikivital-mathematics,original,979,1,195
wikivital-mathematics,wikivital-mathematics,original,658,1,195
wikivital-mathematics,wikivital-mathematics,original,628,1,195
wikivital-mathematics,wikivital-mathematics,original,765,1,195
wikivital-mathematics,wikivital-mathematics,original,250,1,195
wikivital-mathematics,wikivital-mathematics,original,245,1,195
wikivital-mathematics,wikivital-mathematics,original,269,1,195
wikivital-mathematics,wikivital-mathematics,original,306,1,195
wikivital-mathematics,wikivital-mathematics,original,786,1,195
wikivital-mathematics,wikivital-mathematics,original,589,1,195
wikivital-mathematics,wikivital-mathematics,original,855,1,195
wikivital-mathematics,wikivital-mathematics,original,264,1,195
wikivital-mathematics,wikivital-mathematics,original,768,1,195
wikivital-mathematics,wikivital-mathematics,original,175,1,195
wikivital-mathematics,wikivital-mathematics,original,495,1,195
wikivital-mathematics,wikivital-mathematics,original,310,1,195
wikivital-mathematics,wikivital-mathematics,original,426,1,195
wikivital-mathematics,wikivital-mathematics,original,528,1,195
wikivital-mathematics,wikivital-mathematics,original,905,1,195
wikivital-mathematics,wikivital-mathematics,original,483,1,195
wikivital-mathematics,wikivital-mathematics,original,295,1,195
wikivital-mathematics,wikivital-mathematics,original,260,1,195
wikivital-mathematics,wikivital-mathematics,original,582,1,195
wikivital-mathematics,wikivital-mathematics,original,244,1,195
wikivital-mathematics,wikivital-mathematics,original,4,1,195
wikivital-mathematics,wikivital-mathematics,original,331,1,195
wikivital-mathematics,wikivital-mathematics,original,686,1,195
wikivital-mathematics,wikivital-mathematics,original,499,1,195
wikivital-mathematics,wikivital-mathematics,original,545,1,195
wikivital-mathematics,wikivital-mathematics,original,767,1,195
wikivital-mathematics,wikivital-mathematics,original,249,1,195
wikivital-mathematics,wikivital-mathematics,original,246,1,195
wikivital-mathematics,wikivital-mathematics,original,243,1,195
wikivital-mathematics,wikivital-mathematics,original,924,1,195
wikivital-mathematics,wikivital-mathematics,original,267,1,195
wikivital-mathematics,wikivital-mathematics,original,242,1,195
wikivital-mathematics,wikivital-mathematics,original,301,1,195
wikivital-mathematics,wikivital-mathematics,original,687,1,195
wikivital-mathematics,wikivital-mathematics,original,376,1,195
wikivital-mathematics,wikivital-mathematics,original,569,1,195
wikivital-mathematics,wikivital-mathematics,original,271,1,195
wikivital-mathematics,wikivital-mathematics,original,537,1,195
wikivital-mathematics,wikivital-mathematics,original,980,1,195
wikivital-mathematics,wikivital-mathematics,original,546,1,195
wikivital-mathematics,wikivital-mathematics,original,155,1,195
wikivital-mathematics,wikivital-mathematics,original,654,1,195
wikivital-mathematics,wikivital-mathematics,original,258,1,195
wikivital-mathematics,wikivital-mathematics,original,328,1,195
wikivital-mathematics,wikivital-mathematics,original,252,1,195
wikivital-mathematics,wikivital-mathematics,original,62,1,195
wikivital-mathematics,wikivital-mathematics,original,291,1,195
wikivital-mathematics,wikivital-mathematics,original,307,1,195
wikivital-mathematics,wikivital-mathematics,original,585,1,195
wikivital-mathematics,wikivital-mathematics,original,279,1,195
wikivital-mathematics,wikivital-mathematics,original,276,1,195
wikivital-mathematics,wikivital-mathematics,original,581,1,195
wikivital-mathematics,wikivital-mathematics,original,305,1,195
wikivital-mathematics,wikivital-mathematics,original,928,1,195
wikivital-mathematics,wikivital-mathematics,original,275,1,195
wikivital-mathematics,wikivital-mathematics,original,288,1,195
wikivital-mathematics,wikivital-mathematics,original,588,1,195
wikivital-mathematics,wikivital-mathematics,original,571,1,195
wikivital-mathematics,wikivital-mathematics,original,769,1,195
wikivital-mathematics,wikivital-mathematics,original,43,1,195
wikivital-mathematics,wikivital-mathematics,original,296,1,195
wikivital-mathematics,wikivital-mathematics,original,500,1,195
wikivital-mathematics,wikivital-mathematics,original,652,1,195
wikivital-mathematics,wikivital-mathematics,original,1015,1,195
wikivital-mathematics,wikivital-mathematics,original,482,1,195
wikivital-mathematics,wikivital-mathematics,original,38,1,195
wikivital-mathematics,wikivital-mathematics,original,134,1,195
wikivital-mathematics,wikivital-mathematics,original,255,1,195
wikivital-mathematics,wikivital-mathematics,original,660,1,195
wikivital-mathematics,wikivital-mathematics,original,266,1,195
wikivital-mathematics,wikivital-mathematics,original,251,1,195
wikivital-mathematics,wikivital-mathematics,original,858,1,195
wikivital-mathematics,wikivital-mathematics,original,853,1,195
wikivital-mathematics,wikivital-mathematics,original,284,1,195
wikivital-mathematics,wikivital-mathematics,original,857,1,195
wikivital-mathematics,wikivital-mathematics,original,781,1,195
wikivital-mathematics,wikivital-mathematics,original,25,1,195
wikivital-mathematics,wikivital-mathematics,original,778,1,195
wikivital-mathematics,wikivital-mathematics,original,263,1,195
wikivital-mathematics,wikivital-mathematics,original,1005,1,195
wikivital-mathematics,wikivital-mathematics,original,775,1,195
wikivital-mathematics,wikivital-mathematics,original,293,1,195
wikivital-mathematics,wikivital-mathematics,original,311,1,195
wikivital-mathematics,wikivital-mathematics,original,651,1,195
wikivital-mathematics,wikivital-mathematics,original,277,1,195
wikivital-mathematics,wikivital-mathematics,original,914,1,195
wikivital-mathematics,wikivital-mathematics,original,913,1,195
wikivital-mathematics,wikivital-mathematics,original,273,1,195
wikivital-mathematics,wikivital-mathematics,original,527,1,195
wikivital-mathematics,wikivital-mathematics,original,330,1,195
wikivital-mathematics,wikivital-mathematics,original,274,1,195
wikivital-mathematics,wikivital-mathematics,original,281,1,195
wikivital-mathematics,wikivital-mathematics,original,547,1,195
wikivital-mathematics,wikivital-mathematics,original,959,1,195
wikivital-mathematics,wikivital-mathematics,original,262,1,195
wikivital-mathematics,wikivital-mathematics,original,314,1,195
wikivital-mathematics,wikivital-mathematics,original,302,1,195
wikivital-mathematics,wikivital-mathematics,original,851,1,195
wikivital-mathematics,wikivital-mathematics,original,253,1,195
wikivital-mathematics,wikivital-mathematics,original,790,1,195
wikivital-mathematics,wikivital-mathematics,original,561,1,195
wikivital-mathematics,wikivital-mathematics,original,89,1,195
wikivital-mathematics,wikivital-mathematics,original,247,1,195
wikivital-mathematics,wikivital-mathematics,original,254,1,195
wikivital-mathematics,wikivital-mathematics,original,866,1,195
wikivital-mathematics,wikivital-mathematics,original,764,1,195
