graph_name,dataset,role,node,degree,strength,clustering,weighted_clustering,local_efficiency,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,community_id
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,17,4,2.4176653027534485,0.16666666666666666,0.11307672266581514,0.16666666666666666,0.01951219512195122,0.01568627450980392,0.06726634849141373,0.0011397401502843696,0.005146828139637891,0
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,18,2,1.3830155730247498,0.0,0.0,0.0,0.00975609756097561,0.0011956001912960307,0.03517858251620504,8.647383034112765e-07,0.00541621452070128,8
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,19,3,1.7832235395908356,0.0,0.0,0.0,0.014634146341463414,0.002104256336681014,0.0734790130354514,0.07532276734483323,0.0035999341508561734,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,20,4,2.6929288506507874,0.0,0.0,0.0,0.01951219512195122,0.05863223338115734,0.0731750525186084,0.11667387723583685,0.004969371848172261,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,21,1,0.9874966144561768,0.0,0.0,0.0,0.004878048780487805,0.0,0.036220669291282134,3.905512766952675e-07,0.004075443750130716,8
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,22,5,2.841141551733017,0.1,0.06722962158800279,0.1,0.024390243902439025,0.06097560975609756,0.075228927376966,0.19074726160225905,0.00495192951270353,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,23,2,1.6314924955368042,0.0,0.0,0.0,0.00975609756097561,0.001291248206599713,0.05003031243644784,2.7124801973625495e-05,0.004518842966313356,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,24,9,5.582355856895447,0.1111111111111111,0.07499775186791388,0.14814814814814814,0.04390243902439024,0.06652319464371115,0.07776991721803228,0.016258577436134763,0.009515860629864203,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,25,2,1.2124164402484894,0.0,0.0,0.0,0.00975609756097561,0.0,0.07015913984825245,0.0011543856643098861,0.002992801863881577,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,27,3,2.1204323172569275,0.0,0.0,0.0,0.014634146341463414,0.000860832137733142,0.06673501473599466,0.000744875586136553,0.004155525653336208,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,28,3,2.4487255811691284,0.6666666666666666,0.5405870875768769,0.8333333333333334,0.014634146341463414,0.0031085604973696795,0.06869958728739717,0.0006951442340650159,0.004537863970088494,7
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,29,3,1.734315276145935,0.0,0.0,0.0,0.014634146341463414,0.006217120994739359,0.062491017486928604,8.441576693749914e-05,0.004289800753393474,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,30,5,2.4072655737400055,0.1,0.06848072341162281,0.1,0.024390243902439025,0.01209947393591583,0.0648712421288174,0.00018217442177372438,0.005716589384617521,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,31,2,0.8581312894821167,0.0,0.0,0.0,0.00975609756097561,0.019416547106647537,0.06538679423876795,0.0077980374612579865,0.003361818858620771,6
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,32,4,2.440509259700775,0.0,0.0,0.0,0.01951219512195122,0.04921090387374462,0.07106944593634194,0.0643388791112054,0.004785932723228983,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,33,6,3.9142382740974426,0.06666666666666667,0.045365192663201825,0.06666666666666667,0.029268292682926828,0.09507412721186036,0.07003985422832618,0.0011644219060421349,0.007347480190233809,0
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,34,2,1.2549419403076172,0.0,0.0,0.0,0.00975609756097561,0.019416547106647537,0.04980307331676063,0.00014319055724644508,0.0048551249081508815,9
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,35,2,1.095286339521408,0.0,0.0,0.0,0.00975609756097561,0.007556193208990913,0.03624581799766937,2.3435166839820413e-06,0.004353426329904661,8
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,36,4,2.8007423281669617,0.3333333333333333,0.24889121745098777,0.4166666666666667,0.01951219512195122,0.06398852223816356,0.0807151593764129,0.05418268719590895,0.005081819804261761,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,37,6,3.4479129314422607,0.06666666666666667,0.04276700008894553,0.06666666666666667,0.029268292682926828,0.019751315160210427,0.07936413496367317,0.01449602072011097,0.0060270375588420315,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,38,5,2.938256800174713,0.0,0.0,0.0,0.024390243902439025,0.028216164514586323,0.06785462863029507,0.0004998374971842695,0.005835429286069738,0
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,39,2,1.3906906843185425,0.0,0.0,0.0,0.00975609756097561,0.0,0.0759996778451781,0.10746521408549312,0.002823071866484114,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,40,6,3.7734466195106506,0.3333333333333333,0.20919896745313124,0.6222222222222222,0.029268292682926828,0.03668101386896222,0.0817296293954566,0.25140844910027565,0.006520237747482594,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,41,4,2.4977574050426483,0.0,0.0,0.0,0.01951219512195122,0.021520803443328552,0.05405365368636181,0.0011960776055268373,0.006212193243587746,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,42,4,2.769614428281784,0.3333333333333333,0.24554827612551677,0.4166666666666667,0.01951219512195122,0.001721664275466284,0.07762138265724852,0.012584951731105142,0.00481450851244619,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,43,5,3.5226531624794006,0.0,0.0,0.0,0.024390243902439025,0.04782400765184123,0.056925813876297665,0.002054557649503167,0.008377773800645902,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,44,2,1.2940340042114258,0.0,0.0,0.0,0.00975609756097561,0.00392156862745098,0.062364230427840686,0.0002926801888537291,0.003136331713079588,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,45,4,2.364416003227234,0.0,0.0,0.0,0.01951219512195122,0.012242945958871354,0.06239991350958243,0.0005493298555383728,0.005685374780100742,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,46,3,0.667115829885006,0.0,0.0,0.0,0.014634146341463414,0.059062649450023916,0.05533740611845398,2.9832551794451672e-05,0.00270491356113713,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,47,3,2.009129047393799,0.0,0.0,0.0,0.014634146341463414,0.008464849354375897,0.07027614422549656,0.012925471600214202,0.004365383144993736,6
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,48,4,2.341250628232956,0.0,0.0,0.0,0.01951219512195122,0.027498804399808705,0.06724212928101256,0.0002110300824899464,0.005146342610697538,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,49,7,3.7631770968437195,0.14285714285714285,0.0770953836274481,0.16666666666666666,0.03414634146341464,0.13070301291248207,0.07496456428386582,0.0006476438955321216,0.007196215524581991,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,50,5,2.556749053299427,0.0,0.0,0.0,0.024390243902439025,0.0321377331420373,0.03759282082964133,1.2949332905922397e-06,0.010157807590786076,8
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,51,2,1.307344913482666,0.0,0.0,0.0,0.00975609756097561,0.00975609756097561,0.07144591338390648,0.001168539318249697,0.003951974839726827,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,52,3,1.978148639202118,0.3333333333333333,0.2108174465072756,0.3333333333333333,0.014634146341463414,0.0,0.06950198454313264,0.024850638938775232,0.0040934487308834505,6
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,53,4,2.334337592124939,0.16666666666666666,0.08341462645275703,0.16666666666666666,0.01951219512195122,0.10401721664275466,0.0767813971016111,0.007088280616347596,0.0043579540565239884,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,54,5,3.2751239240169525,0.2,0.13150414331752186,0.25,0.024390243902439025,0.017790530846484937,0.0796117368823657,0.014637607709967422,0.0057111012863,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,55,5,3.1839137971401215,0.2,0.15663055099432605,0.25,0.024390243902439025,0.025872788139646104,0.0659522364788649,0.0012349540860432384,0.006252745305729369,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,56,3,1.1738255620002747,0.0,0.0,0.0,0.014634146341463414,0.020468675274988045,0.064634054241314,0.0001306339747333071,0.0031930700971024894,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,57,3,2.210322916507721,0.0,0.0,0.0,0.014634146341463414,0.07140124342419894,0.07660686832201699,0.1351311522350467,0.004211666624369928,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,58,4,2.8420759737491608,0.16666666666666666,0.13362098778831152,0.16666666666666666,0.01951219512195122,0.07427068388330943,0.08192983139613363,0.008340311892872354,0.005449433146556938,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,59,1,0.7985197901725769,0.0,0.0,0.0,0.004878048780487805,0.0,0.043994217142979276,1.194973839282011e-05,0.00324966726459265,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,60,3,1.7881212830543518,0.0,0.0,0.0,0.014634146341463414,0.0071257771401243425,0.066255944700792,0.006895074584812213,0.004138479628716843,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,61,3,2.1836248338222504,0.6666666666666666,0.4750163478043947,0.8333333333333334,0.014634146341463414,0.0,0.08179678724982599,0.08279575091050717,0.004173097685990314,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,62,6,3.838977336883545,0.13333333333333333,0.08681424569642741,0.13333333333333333,0.029268292682926828,0.1125298900047824,0.07912364202460055,0.009562634605771917,0.007060854886094787,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,63,3,1.5275930166244507,0.0,0.0,0.0,0.014634146341463414,0.009612625538020086,0.06623394736739728,0.004965128741049395,0.003665677982367414,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,64,2,0.8421724736690521,0.0,0.0,0.0,0.00975609756097561,0.0,0.05792538610538978,3.074502507573457e-05,0.0024386568204521762,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,65,1,0.5977633595466614,0.0,0.0,0.0,0.004878048780487805,0.0,0.0585483747454911,3.3259195601612904e-05,0.001934755907232467,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,66,2,0.4766603410243988,0.0,0.0,0.0,0.00975609756097561,0.016594930655188904,0.053840687155609926,6.61153455950777e-05,0.001818263854755194,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,67,5,2.799295052886009,0.3,0.1830582812367253,0.4333333333333333,0.024390243902439025,0.02917264466762315,0.08119906110424746,0.08567676277993719,0.005060195140697568,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,68,5,3.3293650448322296,0.2,0.13352186038717692,0.25,0.024390243902439025,0.0490674318507891,0.07749739638145403,0.25636300239593185,0.005585805778610899,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,69,4,2.208043783903122,0.0,0.0,0.0,0.01951219512195122,0.22362505978000957,0.07309431030695095,0.02287015663179865,0.0050406204324567345,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,70,6,3.7074815928936005,0.26666666666666666,0.18829709284972757,0.44444444444444453,0.029268292682926828,0.05887135341941655,0.08019691230285911,0.26902371810589976,0.006307252394269096,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,71,5,2.8025346100330353,0.2,0.12606743304056267,0.25,0.024390243902439025,0.103012912482066,0.08109747542696671,0.18110736226029148,0.005298975335718664,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,72,6,4.392677694559097,0.2,0.13992257526624155,0.28888888888888886,0.029268292682926828,0.25662362505978004,0.08388198266226335,0.14653874192281677,0.00790296748399716,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,73,7,3.0242545306682587,0.09523809523809523,0.06019968839230636,0.11904761904761904,0.03414634146341464,0.07307508369201339,0.0737946212163593,0.06864075002659538,0.0059063294606856885,6
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,74,4,2.2342207431793213,0.3333333333333333,0.21665748443134594,0.4166666666666667,0.01951219512195122,0.0,0.07707596862022799,0.20620640744416477,0.00401676318883811,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,75,2,1.1139483451843262,0.0,0.0,0.0,0.00975609756097561,0.191869918699187,0.06787523508201831,0.0053388739217633254,0.002892145040404843,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,76,5,2.93032243847847,0.1,0.07191438926132737,0.1,0.024390243902439025,0.0642754662840746,0.06091536458719464,0.005334057697199772,0.006437564206417004,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,77,4,2.9564372301101685,0.16666666666666666,0.10664756507936662,0.16666666666666666,0.01951219512195122,0.014873266379722621,0.05477819916686943,0.0014543211772403983,0.007334772278405723,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,78,3,2.06982284784317,0.0,0.0,0.0,0.014634146341463414,0.04839789574366332,0.06993113567639452,0.0003628919874187066,0.004230161540570347,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,79,5,3.2396072447299957,0.0,0.0,0.0,0.024390243902439025,0.04528933524629364,0.06704326855587084,0.0008966662010693297,0.006047924348509258,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,80,2,1.4654502868652344,0.0,0.0,0.0,0.00975609756097561,9.564801530368245e-05,0.06713493020660906,0.0009244187761527204,0.003477216673562864,0
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,81,9,5.4094414710998535,0.05555555555555555,0.04132366805775037,0.06944444444444445,0.04390243902439024,0.2035868005738881,0.06231955242865348,0.005550256354963884,0.01238618398448739,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,82,4,2.919955253601074,0.16666666666666666,0.11985731543554562,0.16666666666666666,0.01951219512195122,0.031037780966044957,0.05873404241552802,0.003238258404222233,0.006518082123047916,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,83,2,0.9115205705165863,0.0,0.0,0.0,0.00975609756097561,0.00975609756097561,0.06650330754122197,0.02382430736533779,0.003307986589345923,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,84,4,2.4995568692684174,0.0,0.0,0.0,0.01951219512195122,0.04801530368244859,0.05435318233264869,0.0011495170080847064,0.0068928928235611605,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,85,4,2.2906452119350433,0.0,0.0,0.0,0.01951219512195122,0.020420851267336202,0.0680405765688709,0.0009800168841784403,0.004442488883069487,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,86,1,0.9414532780647278,0.0,0.0,0.0,0.004878048780487805,0.0,0.04824509835863485,0.0001301321443799515,0.003297070582363344,10
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,87,1,0.743409276008606,0.0,0.0,0.0,0.004878048780487805,0.0,0.047136524564202,0.00011914572969531028,0.002470007547172658,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,88,2,1.1450798511505127,1.0,0.6398853904761997,1.0,0.00975609756097561,0.0,0.051132719928294594,0.0006982448219562956,0.0030855046410450866,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,89,1,0.8751504421234131,0.0,0.0,0.0,0.004878048780487805,0.0,0.05112550778015233,0.00020374098567978903,0.0031801371291723586,9
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,90,1,0.37570658326148987,0.0,0.0,0.0,0.004878048780487805,0.0,0.05654345148821416,0.0027337836318856,0.00188709846940762,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,91,6,3.4137063175439835,0.13333333333333333,0.06586769728112184,0.16666666666666666,0.029268292682926828,0.03864179818268771,0.06726387996574917,0.0006734050849279988,0.006457004748410646,0
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,92,2,1.314958095550537,0.0,0.0,0.0,0.00975609756097561,0.06747967479674796,0.0624040566500637,0.0002173808068574708,0.003970212769880261,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,93,6,3.625546708703041,0.2,0.11123288994432366,0.23333333333333334,0.029268292682926828,0.008560497369679579,0.06537979821121949,0.0007988520870373339,0.006825870891090556,0
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,94,6,3.313168078660965,0.0,0.0,0.0,0.029268292682926828,0.08417025346724055,0.07372571610511981,0.11672886333556534,0.006210927033723947,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,95,5,2.9345330595970154,0.2,0.132004666868132,0.25,0.024390243902439025,0.013916786226685797,0.0751944501219299,0.007230805221415467,0.005754031885471155,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,96,4,2.3474734723567963,0.0,0.0,0.0,0.01951219512195122,0.051602104256336684,0.07059692350276647,0.02684596495357791,0.004822053999901202,0
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,97,5,3.1574386656284332,0.0,0.0,0.0,0.024390243902439025,0.08053562888570062,0.07070491797542389,0.03903213646032683,0.006334561722753194,0
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,98,4,2.6347559988498688,0.16666666666666666,0.11094542746551274,0.16666666666666666,0.01951219512195122,0.013486370157819226,0.07570025926188863,0.21945414269295557,0.004549385656248492,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,99,2,0.8427762985229492,0.0,0.0,0.0,0.00975609756097561,0.00975609756097561,0.05445854283869397,0.0007846062508988555,0.004370704518585372,6
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,100,3,1.6347109377384186,0.0,0.0,0.0,0.014634146341463414,0.00975609756097561,0.04861968599518246,0.000253764669457984,0.005092252738983337,2
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,101,7,3.5461226105690002,0.047619047619047616,0.019805357175973308,0.047619047619047616,0.03414634146341464,0.08933524629363941,0.07120924780755623,0.0003935146247634742,0.007108391435230122,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,102,6,3.5225585997104645,0.2,0.14244086606615902,0.28888888888888886,0.029268292682926828,0.02027737924438068,0.07932396421824807,0.25304698322522845,0.005881973893872598,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,103,7,4.389717757701874,0.19047619047619047,0.1340885359133274,0.2619047619047619,0.03414634146341464,0.06303204208512674,0.07866354961749254,0.35125539315398097,0.007169670944310823,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,104,3,1.8664712011814117,0.0,0.0,0.0,0.014634146341463414,0.03859397417503587,0.05428109219044346,0.0007622556214706459,0.00614821076123083,9
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,105,3,1.9721161127090454,0.3333333333333333,0.2760059557967249,0.3333333333333333,0.014634146341463414,0.025777140124342422,0.06224221872708318,0.0005788122977841976,0.004598704076523491,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,106,4,3.0602341294288635,0.3333333333333333,0.2610509183238767,0.4166666666666667,0.01951219512195122,0.012816834050693449,0.06507303136407759,0.001081536504131461,0.005967454134245945,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,107,3,2.289116621017456,0.6666666666666666,0.4932141834110322,0.8333333333333334,0.014634146341463414,0.0046867527498804405,0.07000285712338795,0.0007134328043132159,0.004338189089056543,7
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,108,4,2.1723681688308716,0.0,0.0,0.0,0.01951219512195122,0.0010999521759923483,0.06761753242958347,0.000930181643193887,0.004269737478270291,4
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,109,6,2.896217703819275,0.0,0.0,0.0,0.029268292682926828,0.10506934481109517,0.08008671003234535,0.005629084102726177,0.00613434615735209,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,110,4,2.306931048631668,0.0,0.0,0.0,0.01951219512195122,0.10263032042085127,0.07344590344815709,0.00245909852945543,0.004547443252891337,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,111,3,1.9322611689567566,0.3333333333333333,0.24204721725841893,0.3333333333333333,0.014634146341463414,0.05863223338115734,0.07795199004629116,0.009299838346002169,0.0035681307387167706,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,112,1,0.6548433303833008,0.0,0.0,0.0,0.004878048780487805,0.0,0.06444862247697312,0.00023370918928456013,0.002410774970370815,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,113,6,3.0728992223739624,0.2,0.11562787706961239,0.23333333333333334,0.029268292682926828,0.23079866092778575,0.07849834697294412,0.10047509752757333,0.005897911004898899,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,114,3,1.8999220728874207,0.0,0.0,0.0,0.014634146341463414,0.00196078431372549,0.0812787170714675,0.004967869937290727,0.0038575215017982284,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,115,4,2.417282849550247,0.16666666666666666,0.11538750443270995,0.16666666666666666,0.01951219512195122,0.03165949306551889,0.08022644303457271,0.03070858809476809,0.004421607533522567,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,116,4,2.6901420950889587,0.0,0.0,0.0,0.01951219512195122,0.22223816355810616,0.08263643254331664,0.0160594392635451,0.005501701604227152,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,117,8,4.104348570108414,0.03571428571428571,0.027330198384131456,0.03571428571428571,0.03902439024390244,0.23299856527977045,0.08387091719072383,0.11140100164401211,0.007743857902238441,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,118,6,2.5448936074972153,0.2,0.10395117037224819,0.23333333333333334,0.029268292682926828,0.061406025824964135,0.08051348281930344,0.10645539076250256,0.004682660479190357,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,119,4,2.577396333217621,0.3333333333333333,0.2403722672139815,0.4166666666666667,0.01951219512195122,0.00392156862745098,0.0781013287506057,0.22921016000790118,0.004589866342503209,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,120,3,1.6442601680755615,0.3333333333333333,0.21549804404095682,0.3333333333333333,0.014634146341463414,0.02965088474414156,0.07182954354016052,0.003268052665402536,0.003573044553152983,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,121,1,0.5029324889183044,0.0,0.0,0.0,0.004878048780487805,0.0,0.03499016065737803,1.9890794840580961e-07,0.0024329308971976745,8
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,122,1,0.8639830946922302,0.0,0.0,0.0,0.004878048780487805,0.0,0.06968824291854543,0.037910117810228905,0.0023016220689946656,3
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,123,5,3.784167617559433,0.3,0.254252208024503,0.45,0.024390243902439025,0.014681970349115257,0.06868322309849727,0.000938353802251035,0.0066886191107036206,7
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,124,4,1.1711259335279465,0.0,0.0,0.0,0.01951219512195122,0.0036346245815399333,0.05356124732309277,6.735159712930778e-05,0.0031239270018090003,5
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,125,7,4.046930551528931,0.14285714285714285,0.09340645549038518,0.20634920634920634,0.03414634146341464,0.0351506456241033,0.07730573632567318,0.012543704696195878,0.007209364037620704,1
metr-la-by-glanb-with-alpah_filter0_3,metr-la,backbone,126,1,0.8785696029663086,0.0,0.0,0.0,0.004878048780487805,0.0,0.03537384466970213,2.863507089529114e-07,0.004379219430172714,11
